word|wordRepr|freq
côtés|cotes|573.423958111723
d|d|374.7922287734352
d'|d|104813.55577733385
d'abord|dabord|1893.59245556277
d'autres|dautres|2297.576166458429
dalle|dalle|155.2353614639066
dame|dame|1129.035190833131
dames|dames|422.0966328031539
danger|danger|670.252178907292
dangereuse|dangereuse|131.213736117584
dangereux|dangereux|639.43114847523
dans|dans|71076.0786422361
danse|danse|601.380298555024
danser|danser|579.914789565459
danses|danses|97.1324338258773
danseuse|danseuse|102.344381020595
date|date|420.9352740589396
davantage|davantage|698.349885739453
de|de|352043.5261816418
debout|debout|1375.31661138406
dedans|dedans|704.6483871443062
degré|degre|134.276047664087
degrés|degres|136.184380520075
dehors|dehors|2065.966652921264
demain|demain|3476.8001993754838
demanda|demanda|1503.12405844772
demandai|demandai|175.636449468483
demandais|demandais|361.262636615093
demandait|demandait|485.205388399714
demandant|demandant|148.898981934503
demande|demande|3253.579619757631
demandent|demandent|148.440853119183
demander|demander|1832.54886670067
demandes|demandes|268.4409336008688
demandez|demandez|352.091873117027
demandé|demande|1878.85184747012
demeura|demeura|103.550543957208
demeurait|demeurait|137.049360273534
demeure|demeure|301.935026021854
demi|demi|606.0006630082008
demi-heure|demiheure|272.2010806060783
demi-tour|demitour|192.999198030568
demie|demie|224.6130475712478
demoiselle|demoiselle|131.17655470891
dent|dent|134.155654735096
dentelle|dentelle|112.523895550575
dentiste|dentiste|107.281495631111
dents|dents|962.635843192546
depuis|depuis|7072.25086404309
dernier|dernier|2038.459912140641
derniers|derniers|669.5481578399314
dernière|derniere|2272.668378245745
dernières|dernieres|498.0101274023073
derrière|derriere|3485.3083349843077
des|des|91520.9229986323
descend|descend|322.416982002759
descendait|descendait|196.448556962144
descendant|descendant|142.1619440115693
descendez|descendez|153.417855976005
descendit|descendit|189.372857578888
descendre|descendre|745.108115640912
descends|descends|409.964938272976
descendu|descendu|241.822046258044
descente|descente|171.643197004242
dessert|dessert|131.14519561524557
dessin|dessin|289.537335341319
dessiner|dessiner|121.132844585092
dessins|dessins|181.595185660177
dessous|dessous|417.648501436498
dessus|dessus|1378.75152121982
destin|destin|629.720080112803
destination|destination|109.855749507746
destiné|destine|100.480443717258
destinée|destinee|173.8662698958138
destruction|destruction|141.296798348387
dette|dette|98.5100947229854
dettes|dettes|112.104914522367
deuil|deuil|195.95382128762
deux|deux|14086.8087140568
deuxième|deuxieme|733.2972715374569
devaient|devaient|409.928268465379
devais|devais|738.606423759668
devait|devait|2236.31583693228
devant|devant|5835.683066907868
devenaient|devenaient|115.812283526931
devenait|devenait|463.099367668583
devenir|devenir|1100.6245321649758
devenu|devenu|1032.97967831191
devenue|devenue|464.95985073914
devenus|devenus|222.907201539822
devez|devez|915.982119949194
devienne|devienne|96.7150873566596
deviennent|deviennent|167.52300804188
deviens|deviens|226.170939901367
devient|devient|708.938446444126
devinait|devinait|103.542755263761
devine|devine|265.925989024886
deviner|deviner|239.013537823435
devint|devint|220.64932225776
deviné|devine|158.67585248744
devoir|devoir|985.50318256715
devoirs|devoirs|237.218881481631
devons|devons|724.1100488218203
devra|devra|167.731336386528
devraient|devraient|187.590528711073
devrais|devrais|1498.35768426102
devrait|devrait|1432.84852322826
devriez|devriez|483.002309509175
devrions|devrions|165.803065541948
diable|diable|801.0302459209827
dialogue|dialogue|158.43200876730458
diamant|diamant|121.198288815127
diamants|diamants|117.43799510527
dieu|dieu|6717.45747619263
dieux|dieux|431.339970918977
difficile|difficile|1296.17533924596
difficiles|difficiles|180.044743268105
difficulté|difficulte|158.368179891185
difficultés|difficultes|200.968695333039
différence|difference|495.187688408915
différent|different|510.670922280768
différente|differente|234.95701182747
différentes|differentes|257.566501705641
différents|differents|286.0997170651413
digne|digne|270.431405698532
dignité|dignite|257.885953367443
dimanche|dimanche|809.574798465862
dimensions|dimensions|97.0553641708966
dingue|dingue|421.2079482139523
diplôme|diplome|96.8334754970629
dira|dira|320.796383754433
dirai|dirai|604.200413209504
dirais|dirais|409.455110671606
dirait|dirait|1520.62957962435
diras|diras|181.798432149008
dire|dire|13597.690042785829
direct|direct|248.36580935302698
directe|directe|99.2420153180631
directement|directement|361.406229714703
directeur|directeur|577.1173704164748
direction|direction|802.258875504974
direz|direz|130.34241711487
dirige|dirige|200.726128211419
dirigea|dirigea|110.875539146013
diriger|diriger|173.364971447086
dis|dis|8265.90723549642
disaient|disaient|259.633283794015
disais|disais|928.959935458832
disait|disait|2446.04520184829
disant|disant|637.6959043954088
discipline|discipline|174.80575917127
discours|discours|512.3062107521456
discret|discret|126.785893764043
discrètement|discretement|140.049470566953
discrétion|discretion|141.42442462643
discussion|discussion|221.960108685717
discute|discute|111.611794201759
discuter|discuter|417.327989765176
dise|dise|433.699365150956
disent|disent|728.991296095341
disiez|disiez|137.715274358227
disons|disons|346.361939397894
disparaît|disparait|144.700497397918
disparaître|disparaitre|350.861016822284
disparition|disparition|203.772102706757
disparu|disparu|888.7817559612345
disparut|disparut|146.250773880266
disposer|disposer|109.957430367387
disposition|disposition|216.781135938579
dispositions|dispositions|112.482021720757
dispute|dispute|132.2192249674706
disque|disque|229.817742211839
disques|disques|186.253630954992
dissimuler|dissimuler|106.31170727151
distance|distance|435.2293211459939
distingue|distingue|103.734561442445
distinguer|distinguer|163.632905086548
distraire|distraire|114.888926982766
distrait|distrait|116.0958111734986
dit|dit|26232.085867350226
dite|dite|97.51476958473131
dites|dites|2220.6567466258243
divan|divan|144.883793629036
divers|divers|237.458722560545
diverses|diverses|148.59186468264411
divin|divin|110.661049730954
divine|divine|141.517256783104
division|division|226.630888390476
divorce|divorce|193.3960703718736
dix|dix|1800.41320777598
dix-huit|dixhuit|197.894962681464
dix-sept|dixsept|127.54390648217
dizaine|dizaine|177.647612283055
dizaines|dizaines|128.205077466448
do|do|112.507053834287
docteur|docteur|1686.52219593587
documents|documents|136.59684945335
doigt|doigt|659.183534340998
doigts|doigts|1214.87887961847
dois|dois|5489.40987431879
doit|doit|4841.053162690018
doivent|doivent|722.251161900103
dollar|dollar|97.6233834481746
dollars|dollars|734.332528665335
domaine|domaine|313.338297933051
domestique|domestique|112.74724593772207
domestiques|domestiques|134.26280688522598
domicile|domicile|145.637630860264
dommage|dommage|631.020013049206
don|don|361.144618704287
donc|donc|5815.91095483414
donna|donna|287.880079554518
donnaient|donnaient|205.644722803337
donnait|donnait|762.451074521838
donnant|donnant|245.33250802303252
donne|donne|3173.20028251398
donnent|donnent|252.669109431708
donner|donner|2471.2281512590557
donnera|donnera|184.779868783229
donnerai|donnerai|202.857830659629
donnerait|donnerait|107.010263984336
donnes|donnes|225.92455525332355
donnez|donnez|727.036370847362
donné|donne|2197.030826919582
donnée|donnee|227.37421088554981
données|donnees|196.32999597606369
dons|dons|98.2816816850974
dont|dont|6486.84794769104
dormais|dormais|120.188458568619
dormait|dormait|282.815153551161
dorment|dorment|113.96286360097
dormi|dormi|372.314746746302
dormir|dormir|1407.06122028245
dors|dors|379.473133779676
dort|dort|445.417747327334
doré|dore|136.23858875983672
dorée|doree|122.86422739517182
dos|dos|1724.08398206153
dose|dose|131.2980583266919
dossier|dossier|507.55982310572
dossiers|dossiers|196.214333878367
double|double|659.9352008739168
douce|douce|649.0852457478223
doucement|doucement|1274.70653660017
douces|douces|107.196637282682
douceur|douceur|449.917552941797
douche|douche|299.73461022562685
douleur|douleur|788.524650362002
douleurs|douleurs|132.554624245765
douloureuse|douloureuse|96.6382028164775
douloureux|douloureux|178.647814957252
doutais|doutais|115.818641981262
doute|doute|2723.415276604671
douter|douter|200.567481595112
doutes|doutes|132.7096192453728
doux|doux|669.0921997229224
douzaine|douzaine|117.211529240744
douze|douze|383.870849894749
doué|doue|163.4583231228708
dragon|dragon|101.65164662278
dramatique|dramatique|96.89330173196113
drame|drame|252.151308022091
drap|drap|201.915417957547
drapeau|drapeau|208.362396933906
drapeaux|drapeaux|106.089097343557
draps|draps|309.747689445853
dresse|dresse|100.168263814658
dresser|dresser|107.332977828166
dressé|dresse|117.0014196324575
drifter|drifter|205.329631743232
drogue|drogue|337.6255492001323
droit|droit|2692.622947505134
droite|droite|1594.6609311187221
droits|droits|353.38124757395576
drôle|drole|1384.8862888193871
drôlement|drolement|195.515445346094
drôles|droles|149.8894487418903
du|du|61883.957430615
duc|duc|123.211047778539
duquel|duquel|178.3317983231535
dur|dur|1419.7371908440123
durant|durant|606.4945045829288
dure|dure|610.2807559803085
durer|durer|245.095022757229
durs|durs|219.6007144537374
duré|dure|145.073429109409
durée|duree|149.89940813364916
dut|dut|252.357434194231
dès|des|2297.43251734638
débarrasser|debarrasser|307.447948603095
débat|debat|120.9647747163479
débile|debile|168.3667854773534
débris|debris|103.02098268712
débrouiller|debrouiller|101.134566467282
début|debut|1308.87253133058
décembre|decembre|217.591907452275
déception|deception|101.454203243883
décharge|decharge|124.8728492818354
déchiré|dechire|122.8807303560604
décida|decida|222.772329643606
décide|decide|285.021735750966
décider|decider|381.603023490051
décidé|decide|957.4641859479276
décidément|decidement|189.992729282818
décision|decision|562.513263445859
décisions|decisions|132.239699095384
déclara|declara|114.355548186255
déclaration|declaration|176.693062554949
déclare|declare|126.324502766696
déclaré|declare|156.0749319382843
décor|decor|245.348104615003
découvert|decouvert|498.11169303149717
découverte|decouverte|243.175600615615
découvrait|decouvrait|103.700106076477
découvre|decouvre|239.551832566039
découvrir|decouvrir|482.971998155909
découvrit|decouvrit|114.985564396742
décrire|decrire|134.614894239207
déesse|deesse|100.279029171337
défaite|defaite|178.1964025567387
défaut|defaut|213.537552154621
défauts|defauts|98.0164382630566
défendre|defendre|428.663985503428
défendu|defendu|129.8222598921439
défense|defense|529.058695977537
défi|defi|139.56450916939
défilé|defile|125.6598460754421
définitive|definitive|117.245448467391
définitivement|definitivement|180.135928596667
dégage|degage|367.487337482946
dégager|degager|128.486472824855
dégagez|degagez|154.415166697772
dégoût|degout|186.079962296186
dégoûtant|degoutant|119.24896929316326
dégueulasse|degueulasse|186.52721841487582
dégâts|degats|122.335017149606
déjeuner|dejeuner|787.223484570404
déjà|deja|7679.034213922472
délai|delai|129.116489035342
délicat|delicat|141.0498775610236
délicate|delicate|119.442595145637
délices|delices|97.9975794890591
délicieux|delicieux|196.117160325071
délire|delire|178.19441697322608
délit|delit|97.3055663453627
démarche|demarche|159.735160142416
démarre|demarre|130.912236860862
démocratie|democratie|130.192854995601
démon|demon|293.176897366786
démons|demons|152.136813287798
départ|depart|1019.1123694723142
département|departement|125.017514660087
dépasse|depasse|145.955447963076
dépassé|depasse|143.9082336336964
dépend|depend|349.385824411404
dépit|depit|273.524169969781
déplacer|deplacer|134.489068429878
dépose|depose|136.46577587848196
déposer|deposer|155.293387230091
déposé|depose|104.700883300145
dépêche|depeche|405.6922760338402
dépêchez|depechez|209.989014881162
dépôt|depot|112.540583626262
dérange|derange|410.182855779785
déranger|deranger|252.793670911643
dés|des|140.454667741026
désagréable|desagreable|143.149499661451
désastre|desastre|176.254705818498
désert|desert|453.275368584334
déserte|deserte|156.17646609327772
désespoir|desespoir|307.311966018087
désespéré|desespere|128.50729797728928
désir|desir|703.244756290554
désire|desire|187.923572176258
désirez|desirez|151.806106430647
désirs|desirs|187.53178169077
désolé|desole|2201.38875987727
désolée|desolee|1030.238151038165
désordre|desordre|282.096307825221
désormais|desormais|699.707627853045
détacher|detacher|107.324799700046
détail|detail|317.028640106528
détails|details|489.220608179378
détective|detective|127.38818329249
détestait|detestait|108.083552877367
déteste|deteste|551.768653065228
détour|detour|121.646624148412
détourner|detourner|98.9294459807907
détresse|detresse|147.32205798471
détruire|detruire|387.545422630579
détruit|detruit|273.254042075844
déçu|decu|173.39436416231277
dîner|diner|1264.9258922641293
dû|du|3407.3433897480836
e|e|494.351360911489
eau|eau|3888.32231353281
eaux|eaux|313.453423891427
efface|efface|98.0896711865392
effacer|effacer|155.591975329308
effectivement|effectivement|163.883107261014
effet|effet|1494.30213772389
effets|effets|201.909090977412
efficace|efficace|134.113595790479
effort|effort|665.488338187742
efforts|efforts|317.561093329047
effrayant|effrayant|116.71314194952019
effrayé|effraye|98.8193826731555
eh|eh|3093.97991833002
elle|elle|63175.7748790438
elle-même|ellememe|719.730370470867
elles|elles|5629.26358942587
embarquer|embarquer|98.2368966977738
embrassa|embrassa|119.824950109566
embrasse|embrasse|456.7238648903109
embrasser|embrasser|448.322152716725
embrassé|embrasse|105.58290215381192
embête|embete|101.646564766963
emmener|emmener|535.601028833403
emmenez|emmenez|250.994283738545
emmené|emmene|185.860946369707
emmenée|emmenee|98.8565640818301
emmerde|emmerde|252.55741156508168
emmène|emmene|523.358703382073
empereur|empereur|331.109142557592
empire|empire|465.41855410393066
emploi|emploi|287.661433857636
employé|employe|180.7349367380125
employés|employes|174.07676893877223
emportait|emportait|99.9842463294212
emporte|emporte|199.864768600463
emporter|emporter|224.366477808406
emporté|emporte|187.13040204311974
empreinte|empreinte|110.606120237074
empreintes|empreintes|206.631920492743
emprunter|emprunter|126.267032344907
empêchait|empechait|115.568254691998
empêche|empeche|398.584649943403
empêcher|empecher|692.757415523717
en|en|114205.06221298236
enceinte|enceinte|396.8282472889148
enchanté|enchante|282.6710173762769
enchantée|enchantee|145.05330600601832
encore|encore|15128.0373554585
encre|encre|193.70662265143628
enculé|encule|179.6571021284856
endormi|endormi|195.3266970295631
endormie|endormie|141.535209188184
endormir|endormir|218.1307383342
endroit|endroit|1678.96894134977
endroits|endroits|276.651382671044
enfance|enfance|744.496039566383
enfant|enfant|3673.5049952885
enfants|enfants|4351.96693188326
enfer|enfer|686.320088657913
enfermer|enfermer|146.172995240288
enfermé|enferme|196.0274052356246
enfermée|enfermee|98.3761291956869
enfin|enfin|3874.49687852304
enfoiré|enfoire|259.8284028339987
enfonce|enfonce|130.171085064098
enfoncer|enfoncer|148.13535122124
enfoncé|enfonce|97.14183787324005
enfui|enfui|102.200622011261
enfuir|enfuir|178.667229075645
engage|engage|112.540398511463
engagement|engagement|116.112148224663
engager|engager|221.55600299536
engagé|engage|230.6787123881221
engin|engin|105.493517293963
enlever|enlever|379.971170046377
enlevez|enlevez|124.857973943985
enlevé|enleve|185.04455686087343
enlève|enleve|381.081972167529
ennemi|ennemi|820.9735630707147
ennemis|ennemis|384.33933980562193
ennui|ennui|290.618227812999
ennuie|ennuie|300.015635354437
ennuis|ennuis|441.689182940738
ennuyeux|ennuyeux|137.859033367561
enquête|enquete|435.8916342932592
enseigne|enseigne|140.7850043685799
ensemble|ensemble|2690.976065083002
ensuite|ensuite|1630.92129324807
entend|entend|575.584293610891
entendais|entendais|205.07328770343
entendait|entendait|478.46545852435
entendant|entendant|98.09184188485008
entendez|entendez|325.182518187879
entendis|entendis|97.8371131989636
entendit|entendit|354.732267939573
entendre|entendre|1649.31453129937
entends|entends|1330.38772738166
entendu|entendu|2672.518135529981
entendue|entendue|157.10710666576588
enterrement|enterrement|240.1113034856
enterrer|enterrer|145.092287883407
enterré|enterre|160.70275859862977
enthousiasme|enthousiasme|228.4436630470831
entier|entier|595.2210611222818
entière|entiere|490.382560678139
entièrement|entierement|313.149402911872
entières|entieres|105.983745662141
entouré|entoure|194.9744437658583
entourée|entouree|102.23613738674887
entra|entra|299.343177700614
entrailles|entrailles|100.942204944202
entrait|entrait|201.243527917241
entrant|entrant|98.75067626109336
entraîne|entraine|133.147829277175
entraînement|entrainement|151.477589476882
entraîner|entrainer|198.704469865768
entraîné|entraine|111.10723357100352
entre|entre|7403.334684283432
entreprise|entreprise|296.52693125182975
entrer|entrer|1480.47747998068
entretenir|entretenir|139.863467498204
entretien|entretien|204.557133121926
entrez|entrez|647.377642991001
entré|entre|380.846645330914
entrée|entree|1020.6517609889111
entrés|entres|109.957615482186
enveloppe|enveloppe|250.2536558119803
envers|envers|537.727266927079
envie|envie|2671.780209107878
environ|environ|456.272803514319
environs|environs|125.782945842065
envoie|envoie|714.185046388732
envoyait|envoyait|101.391114826958
envoyer|envoyer|609.72871579372
envoyez|envoyez|186.696564882135
envoyé|envoye|686.9290753960913
envoyée|envoyee|99.87510859577884
erreur|erreur|765.55638818924
erreurs|erreurs|203.809635139953
es|es|14993.31049818369
escalier|escalier|804.508213365272
escaliers|escaliers|188.095798326826
esclave|esclave|185.3468157818652
esclaves|esclaves|220.9925417037
espace|espace|662.4828072831059
espagnol|espagnol|232.696942642022
espagnole|espagnole|104.54353248742811
espagnols|espagnols|110.4536469602995
espion|espion|98.476399021287
espoir|espoir|814.146604148611
espoirs|espoirs|97.4493253546963
esprit|esprit|1726.45447784825
esprits|esprits|315.9921431875
espèce|espece|1275.19223845693
espèces|especes|142.34905776911
espère|espere|1392.91238698209
espérais|esperais|209.163725990089
espérait|esperait|121.851320081435
espérance|esperance|122.798783165137
espérant|esperant|101.944967751382
espérer|esperer|214.913246673292
espérons|esperons|135.909528730798
essai|essai|166.279868016467
essaie|essaie|1142.80284813992
essaies|essaies|96.8334562919877
essaya|essaya|138.534728665167
essayais|essayais|186.464315112749
essayait|essayait|275.335884616869
essayant|essayant|172.897407110206
essaye|essaye|370.568692918245
essayer|essayer|1051.09809604813
essayez|essayez|336.479212498418
essayons|essayons|137.988306473715
essayé|essaye|933.515971703933
essence|essence|333.353985380667
essentiel|essentiel|302.3498507682378
est|est|169482.6848831316
est-ce que|estceque|8153.45212690859
estime|estime|214.933905916004
estomac|estomac|292.035962071212
et|et|185412.575007659
etc|etc|377.597763102145
eu|eu|6297.703283880282
eue|eue|174.8353177962201
euh|euh|684.637474271303
eurent|eurent|138.5271250865183
eus|eus|334.5093943102977
eussent|eussent|128.6639467409621
eut|eut|1727.901894500612
eux|eux|4387.38159181442
eux-mêmes|euxmemes|317.793886173707
exact|exact|531.192785713054
exacte|exacte|117.78897177046
exactement|exactement|1302.50917784745
examen|examen|267.584860165603
examens|examens|144.331198098051
examiner|examiner|168.428782410563
excellence|excellence|218.800827905792
excellent|excellent|353.41173177289943
excellente|excellente|180.317941293317
exception|exception|190.618199776809
excitant|excitant|105.38929550641343
excitation|excitation|111.568828888224
excuse|excuse|921.217101404807
excuser|excuser|302.882316259878
excuses|excuses|264.5461190193173
excusez|excusez|1357.01194464349
excès|exces|163.926966674345
exemplaire|exemplaire|121.358180555752
exemple|exemple|1158.38680049005
exercer|exercer|109.99950851708
exercice|exercice|192.440078135529
exige|exige|183.8476320619
exil|exil|106.889520030823
existait|existait|231.039686855221
existe|existe|790.455863838285
existence|existence|649.508383057854
existent|existent|104.286633103231
exister|exister|158.053644175475
existé|existe|103.391188355904
expert|expert|111.2812916644815
explication|explication|293.464064360931
explications|explications|134.737808891031
expliqua|expliqua|203.552908601433
expliquait|expliquait|126.031871418016
explique|explique|473.929416280281
expliquer|expliquer|910.598631050662
expliquerai|expliquerai|108.12905911881
expliqué|explique|229.029819844239
exploser|exploser|178.670510462747
explosion|explosion|223.905067605984
exposition|exposition|124.500083480068
exposé|expose|125.0615591882165
expression|expression|476.57941253411
exprimer|exprimer|241.934612083437
exprès|expres|328.85760252478644
expédition|expedition|114.235525486861
expérience|experience|569.27911953455
expériences|experiences|149.112743159489
extraordinaire|extraordinaire|355.4643667134951
extrémité|extremite|122.612224751992
extrême|extreme|330.3125059225526
extrêmement|extremement|173.777255265562
extérieur|exterieur|361.30922207113053
exécuter|executer|102.902945571238
exécution|execution|199.150449385943
eût|eut|1330.56367823884
f|f|185.68058050117
fabrique|fabrique|136.69074161954418
fabriquer|fabriquer|112.348592332779
fabuleux|fabuleux|115.136237204802
fac|fac|170.939238885275
face|face|2119.91509147435
facile|facile|1331.53371305885
facilement|facilement|350.630043651413
facteur|facteur|120.93614166539
faculté|faculte|108.477328946368
faible|faible|458.63526254440603
faibles|faibles|149.7842821752732
faiblesse|faiblesse|201.063327958427
failli|failli|363.5178090595228
faim|faim|1112.71187488582
faire|faire|23589.6671867249
fais|fais|8893.26790269698
faisaient|faisaient|786.806279472666
faisais|faisais|749.130051835383
faisait|faisait|3615.09012674751
faisant|faisant|816.552941797104
faisiez|faisiez|106.187177265771
faisons|faisons|442.337687695626
fait|fait|27365.65860212537
faite|faite|377.9926183857405
faites|faites|3542.179390586212
faits|faits|605.3313453700011
falaise|falaise|109.185845050953
fallait|fallait|2310.92941086415
falloir|falloir|316.492547536432
fallu|fallu|503.633081816987
fallut|fallut|154.596465076256
fameuse|fameuse|115.216907797211
fameux|fameux|252.670909900421
familiale|familiale|111.54017663219125
familier|familier|159.7857674447499
famille|famille|3294.37785607396
familles|familles|328.642596175483
fantaisie|fantaisie|108.736935168197
fantastique|fantastique|226.3787321066946
fantôme|fantome|277.245513276447
fantômes|fantomes|184.92616872047
farine|farine|117.639594765989
fasse|fasse|850.307232591678
fasses|fasses|126.873458950103
fatal|fatal|96.9085088892592
fatigue|fatigue|496.25749853092367
fatigué|fatigue|455.012605183622
fatiguée|fatiguee|292.667069765416
faudra|faudra|807.525055477696
faudrait|faudrait|1019.51448957916
fausse|fausse|292.109769544166
fausses|fausses|138.3778947866963
faut|faut|10843.3002632836
faute|faute|1349.1029580226686
fautes|fautes|111.33277386153607
fauteuil|fauteuil|514.264027952555
fauteuils|fauteuils|150.247658756132
faux|faux|1000.4434362112079
faveur|faveur|322.611699338948
façade|facade|185.407887141082
façon|facon|2590.54144182435
façons|facons|197.324248835677
faîte|faite|349.428419495342
femelle|femelle|109.35914348016149
femme|femme|8167.7853281939
femmes|femmes|3064.7052663032
fenêtre|fenetre|1478.06979745211
fenêtres|fenetres|554.392359812088
fer|fer|767.079807551102
fera|fera|1267.29675828045
ferai|ferai|978.703623840808
feraient|feraient|131.268480496666
ferais|ferais|754.846942159575
ferait|ferait|901.47823906086
feras|feras|308.624565183879
ferez|ferez|209.961997184119
feriez|feriez|162.427463404054
ferma|ferma|134.537454354629
fermait|fermait|97.354322499711
ferme|ferme|1611.0409108746603
fermer|fermer|449.663762099025
fermes|fermes|167.8015114478575
fermeture|fermeture|142.278365773535
fermez|fermez|178.670861487269
fermé|ferme|473.70821738637
fermée|fermee|277.052781523769
fermées|fermees|96.7667354634379
fermés|fermes|231.43891500963542
ferons|ferons|154.215201596043
feront|feront|187.677391848089
fesses|fesses|403.25379508917155
feu|feu|2489.788718719913
feuille|feuille|326.622923413345
feuilles|feuilles|594.698350702526
feux|feux|300.927181358857
fiancé|fiance|195.7815759319777
fiancée|fiancee|242.3246021002123
fiche|fiche|475.3797862306727
fiches|fiches|100.25781458423
fichu|fichu|164.6079412116876
fidèle|fidele|296.7892635163647
fidèles|fideles|157.7909224762676
fidélité|fidelite|151.933566798966
fier|fier|488.28042912400036
fiers|fiers|113.98135214537
fierté|fierte|237.050275473566
figure|figure|668.079465254863
figures|figures|119.13980008532431
fil|fil|701.296713367104
file|file|538.811976925182
filer|filer|261.608356683628
filet|filet|204.771788446708
filets|filets|107.379914308725
fille|fille|5741.14165771259
filles|filles|2138.07233051141
fillette|fillette|155.2141468768
film|film|1346.3398021889
films|films|451.808890440895
fils|fils|4203.823631392013
filé|file|165.77042984976922
fin|fin|3079.2373732055344
final|final|146.312432058075
finale|finale|123.78377868203592
finalement|finalement|575.361664477863
fine|fine|267.5512988994312
fines|fines|119.2845038737257
fini|fini|2610.712920743198
finie|finie|256.1449621901269
finir|finir|908.911643793234
finira|finira|161.356160094535
finis|finis|207.392659253577
finissait|finissait|178.946237146745
finissent|finissent|103.76120890989
finit|finit|550.82678343842
fins|fins|168.71375950132182
firent|firent|219.893129213422
fis|fis|246.925213679595
fiston|fiston|182.980130585609
fit|fit|2683.9239601134
fixait|fixait|101.004942336606
fixe|fixe|310.256961702827
fixer|fixer|174.519116047323
fixé|fixe|189.740892549361
fière|fiere|199.801865298336
fièvre|fievre|344.672418148511
flamme|flamme|279.534739383051
flammes|flammes|261.979826681806
flanc|flanc|183.704396922765
flancs|flancs|103.600781029945
fleur|fleur|374.04288657943
fleurs|fleurs|1075.40758510448
fleuve|fleuve|324.36142398878
flic|flic|541.563365962524
flics|flics|700.875037770386
flingue|flingue|288.74940603776673
flot|flot|187.61519753096
flots|flots|120.450069579035
flottait|flottait|113.646846966872
flotte|flotte|313.2596129241551
flèche|fleche|130.29201413241
flûte|flute|99.0242637209774
foi|foi|716.542430498956
foie|foie|207.400077717428
foin|foin|121.014456444689
foire|foire|151.6188267633823
fois|fois|11194.8510222707
folie|folie|557.04078445532
folle|folle|897.021239786162
folles|folles|122.817641939135
fonce|fonce|156.820814566342
fonction|fonction|191.392345226227
fonctionnaires|fonctionnaires|102.511525315347
fonctionne|fonctionne|164.225216018161
fonctions|fonctions|137.047355484946
foncé|fonce|111.5399915173927
fond|fond|2707.857514005751
fondre|fondre|141.230817979032
fonds|fonds|188.201705352638
font|font|1909.40381695372
fontaine|fontaine|131.48877302166
foot|foot|163.584870186319
football|football|111.142059166568
for|for|164.075468784094
force|force|1955.5843701341705
forcer|forcer|188.726369881709
forces|forces|942.7017711164057
forcé|force|224.99161648295112
forcément|forcement|292.902403537984
formaient|formaient|96.837261549289
formation|formation|126.400646847684
forme|forme|1311.4054160425178
former|former|132.370402440655
formes|formes|279.73183173742507
formidable|formidable|449.997156588732
formule|formule|195.38943442196614
formé|forme|116.74433513346196
fort|fort|2617.686111320982
forte|forte|579.014250693195
fortement|fortement|109.232781531512
forteresse|forteresse|117.563450685002
fortes|fortes|133.12642957527
forts|forts|221.0677602106945
fortune|fortune|432.713093035543
forêt|foret|665.843521814027
forêts|forets|146.817867583552
fossé|fosse|132.430413790352
fou|fou|1879.8772865777191
foudre|foudre|138.06588079382
fouet|fouet|134.987085491504
fouille|fouille|127.70687529002319
fouiller|fouiller|135.289306002346
foulard|foulard|109.001808360641
foule|foule|702.7037739153933
four|four|214.080890342891
fournir|fournir|152.956803734059
fourrure|fourrure|123.074541323332
fourré|fourre|112.0623194384294
fous|fous|1520.592078665345
fout|fout|421.802787804352
foutez|foutez|221.376154061068
foutre|foutre|828.8295935120424
foutu|foutu|467.760397634625
foutue|foutue|155.4141119785287
foyer|foyer|295.687137252503
fracas|fracas|122.473158163803
fragile|fragile|266.577724487604
frais|frais|768.9081910688001
franc|franc|164.12693177607366
franchement|franchement|347.941053251074
franchir|franchir|165.795800718699
francs|francs|550.3374491700381
français|francais|1984.447323033512
française|francaise|725.6216261697409
françaises|francaises|281.1950599679593
frappa|frappa|126.643194764229
frappait|frappait|114.103915772672
frappe|frappe|425.49780319389765
frapper|frapper|379.978052370907
frappé|frappe|452.5605254996161
fraîche|fraiche|332.79030750001056
fraîches|fraiches|98.88212006555895
fraîcheur|fraicheur|209.395242236235
fric|fric|744.89495350364
frigo|frigo|146.147439256559
fringues|fringues|135.34714665373127
frisson|frisson|101.351577605174
frites|frites|103.903741999981
froid|froid|1613.762716748807
froide|froide|389.768317343306
fromage|fromage|255.417402196746
front|front|1048.84177610755
frontière|frontiere|301.88100289689
frontières|frontieres|109.957634687261
fruit|fruit|208.304741397318
fruits|fruits|359.582014747949
frère|frere|2495.61206447836
frères|freres|839.986283391277
fui|fui|108.63289849544613
fuir|fuir|366.933638199124
fuite|fuite|317.543715473438
fumait|fumait|97.3517815718029
fume|fume|245.549901659643
fumer|fumer|312.182723093696
fumier|fumier|158.054180314796
fumée|fumee|450.33506532073807
fur et à mesure|furetamesure|106.558277034352
furent|furent|501.50119425397804
fureur|fureur|206.259327536653
furieuse|furieuse|105.616617060585
furieux|furieux|289.0124664923748
fus|fus|296.005107995916
fusil|fusil|416.457935091855
fusils|fusils|156.164336003208
fussent|fussent|196.4879090691289
fut|fut|3033.42688913073
futur|futur|327.91358673791103
fâché|fache|149.29948668743248
félicitations|felicitations|354.189490428867
féminin|feminin|116.4613436262146
féminine|feminine|109.046778462763
février|fevrier|167.388672284985
fête|fete|1191.6309126587398
fêter|feter|152.532945169908
fêtes|fetes|232.8173163659382
fût|fut|978.5195450099623
